inner_fold,threshold,tipo,accuracy,balanced_accuracy,f1_macro,outer_fold
todos,0.63,busca_limiar,0.854330849691933,0.8538228343032659,0.8529403631110909,5
todos,0.55,busca_limiar,0.8552801260925634,0.8533551608721448,0.8534990964200813,5
todos,0.64,busca_limiar,0.8532561971629173,0.8529122152077115,0.8519019346521745,5
todos,0.54,busca_limiar,0.8546890672016049,0.8526883149148867,0.8528801170132392,5
todos,0.53,busca_limiar,0.8539009886803267,0.851796567556417,0.8520535581115352,5
todos,0.52,busca_limiar,0.8528979796532454,0.8506480430382598,0.8509965706087976,5
todos,0.51,busca_limiar,0.8517516836222955,0.8493152366696834,0.8497808956861395,5
todos,0.5,busca_limiar,0.8509277833500501,0.8483322339319442,0.8488980144205485,5
todos,0.65,busca_limiar,0.8478471127668721,0.8480949829303879,0.8466145016088142,5
todos,0.49,busca_limiar,0.8503725462100588,0.8476544861510613,0.8482973790983032,5
todos,0.48,busca_limiar,0.8492441610545923,0.8463614137873374,0.8471030406428325,5
todos,0.47,busca_limiar,0.8472918756268807,0.8441678502728274,0.8450484611292925,5
todos,0.45999999999999996,busca_limiar,0.8456798968333572,0.8423284622853126,0.8433396002637163,5
todos,0.44999999999999996,busca_limiar,0.8426171371256627,0.8388933477814957,0.8401073460062138,5
todos,0.6599999999999999,busca_limiar,0.8375304484883221,0.8388304662290305,0.8365118429608496,5
todos,0.44,busca_limiar,0.8393036251611978,0.835176995832922,0.8366013410625561,5
todos,0.43,busca_limiar,0.837799111620576,0.8334895711643804,0.8350062279174479,5
todos,0.6699999999999999,busca_limiar,0.8297929502794097,0.8319007420381564,0.8289371674749476,5
todos,0.42,busca_limiar,0.8359005588193151,0.8313602019397923,0.8329904453502637,5
todos,0.41,busca_limiar,0.8336258776328987,0.8288089765480686,0.8305709815192317,5
todos,0.7,busca_limiar,0.8197628600085972,0.8278101066968594,0.8197195872693281,5
todos,0.4,busca_limiar,0.8304914744232698,0.825293508488607,0.8272291948648538,5
todos,0.71,busca_limiar,0.8134940535893395,0.8221936549257038,0.8134793923444171,5
todos,0.39,busca_limiar,0.8274108038400917,0.8218383055958791,0.8239355994536042,5
todos,0.38,busca_limiar,0.8252794096575441,0.8194477873154451,0.8216514995038866,5
todos,0.69,busca_limiar,0.8122940249319387,0.8184431094774476,0.8121017515035058,5
todos,0.37,busca_limiar,0.8230047284711277,0.8168965619237216,0.819208889815234,5
todos,0.72,busca_limiar,0.8069386731623441,0.8163068675334162,0.8069378540821224,5
todos,0.6799999999999999,busca_limiar,0.810073076371973,0.8142076185568774,0.8095948784598588,5
todos,0.36,busca_limiar,0.8201031666427855,0.8136422429201056,0.8160855554260318,5
todos,0.73,busca_limiar,0.8027833500501504,0.8125579178856882,0.8027824839844537,5
todos,0.35,busca_limiar,0.8180075942112051,0.8112919014174942,0.8138244443467779,5
todos,0.74,busca_limiar,0.8005265797392177,0.8105218504045946,0.8005228010651096,5
todos,0.33999999999999997,busca_limiar,0.8164493480441324,0.8095442115822189,0.8121401388785925,5
todos,0.75,busca_limiar,0.7975533744089411,0.8078551287873352,0.79754208059812,5
todos,0.32999999999999996,busca_limiar,0.8143358647370683,0.8071737816906963,0.8098515786490708,5
todos,0.32,busca_limiar,0.8129567273248316,0.8056269757445331,0.8083556202415656,5
todos,0.31,busca_limiar,0.8115955007880785,0.8041002581872811,0.806877071848001,5
todos,0.3,busca_limiar,0.8096969479868176,0.8019708889626931,0.8048115008894301,5
