Coleta,Dia,Vaso,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe,cluster_kmeans
dia 11 - Soja Heterodera Vaso 7,11,7,6848,13766,752,3605,19715.0,11622.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6848,13756,757,3605,19691.0,11623.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6834,13753,756,3603,19724.0,11619.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6851,13748,753,3601,19723.0,11619.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6869,13808,746,3602,19698.0,11618.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6848,13743,764,3613,19699.0,11618.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6842,13718,755,3606,19741.0,11619.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6872,13839,751,3601,19698.0,11617.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6868,13853,756,3605,19697.0,11616.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6858,13821,773,3621,19720.0,11615.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6866,13835,756,3604,19709.0,11611.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6873,13853,756,3606,19717.0,11610.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6884,13919,756,3604,19690.0,11613.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6870,13823,755,3605,19722.0,11596.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6876,13868,753,3606,19705.0,11605.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6868,13794,757,3607,19709.0,11602.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6870,13912,769,3609,19681.0,11601.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6871,13788,754,3604,19729.0,11600.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6871,13853,757,3604,19710.0,11598.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6866,13815,755,3605,19703.0,11594.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6872,13794,755,3604,19730.0,11574.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6861,13791,755,3601,19722.0,11586.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6881,13890,752,3599,19700.0,11582.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6864,13834,756,3602,19702.0,11578.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6885,13881,741,3602,19718.0,11578.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6884,13911,760,3605,19705.0,11580.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6878,13838,761,3611,19742.0,11582.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6874,13847,755,3605,19728.0,11559.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6872,13917,760,3610,19708.0,11574.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6880,13849,758,3607,19733.0,11572.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6879,13868,758,3608,19728.0,11571.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6883,13866,759,3607,19701.0,11572.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6888,13897,758,3606,19756.0,11587.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6897,13890,756,3606,19726.0,11578.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6893,13884,754,3597,19739.0,11575.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6886,13888,767,3615,19746.0,11575.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6869,13846,771,3609,19746.0,11576.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6873,13883,789,3635,19746.0,11573.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6877,13907,791,3639,19734.0,11571.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6876,13871,789,3638,19742.0,11572.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6876,13885,788,3635,19749.0,11575.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6861,13861,786,3635,19753.0,11572.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6864,13868,786,3634,19743.0,11573.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6874,13865,785,3631,19776.0,11575.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6873,13840,785,3630,19758.0,11577.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6875,13859,784,3633,19768.0,11581.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6873,13899,785,3634,19748.0,11583.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6887,13916,785,3635,19746.0,11586.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6884,13898,784,3634,19750.0,11589.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6874,13865,782,3632,19733.0,11587.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6873,13818,781,3631,19754.0,11590.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6877,13891,783,3632,19751.0,11590.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6879,13841,782,3633,19758.0,11591.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6870,13902,775,3624,19754.0,11594.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6898,13953,777,3626,19707.0,11594.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6915,13933,751,3608,19755.0,11602.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6917,13942,744,3601,19742.0,11599.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6892,13796,748,3600,19788.0,11583.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6906,13907,752,3604,19753.0,11601.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6915,13976,755,3607,19735.0,11604.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6917,13963,754,3603,19738.0,11604.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6898,13838,753,3603,19770.0,11591.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6872,13826,762,3610,19744.0,11587.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6876,13865,753,3604,19715.0,11587.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6881,13870,759,3607,19693.0,11569.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6861,13861,752,3604,19705.0,11576.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6835,13875,754,3605,19680.0,11573.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6851,13864,751,3604,19714.0,11569.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6827,13789,754,3606,19757.0,11563.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6851,13848,756,3605,19713.0,11561.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6818,13833,768,3620,19757.0,11557.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6845,13918,771,3621,19734.0,11559.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6828,13879,769,3623,19754.0,11552.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6849,13888,771,3623,19761.0,11551.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6838,13859,772,3625,19783.0,11550.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6819,13794,765,3618,19795.0,11531.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6829,13816,767,3617,19795.0,11548.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6831,13828,768,3617,19775.0,11546.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6817,13817,767,3618,19784.0,11539.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6803,13760,767,3619,19792.0,11538.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6788,13757,766,3616,19771.0,11532.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6839,13949,771,3628,19721.0,11532.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6830,13941,776,3630,19722.0,11532.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6819,13926,775,3625,19713.0,11526.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6808,13908,770,3622,19709.0,11523.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6792,13946,765,3615,19691.0,11515.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6799,13942,767,3618,19697.0,11515.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6801,13851,764,3616,19703.0,11491.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6785,13891,761,3613,19680.0,11502.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6787,13894,756,3608,19677.0,11498.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6789,13905,752,3604,19656.0,11493.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6784,13916,752,3602,19651.0,11488.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6777,13897,749,3603,19658.0,11487.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6763,13842,751,3603,19671.0,11466.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6758,13830,747,3600,19666.0,11477.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6753,13889,749,3603,19645.0,11474.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6776,13826,751,3606,19646.0,11467.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6767,13810,752,3608,19640.0,11464.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6761,13828,750,3605,19632.0,11460.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6763,13845,746,3603,19622.0,11454.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6758,13863,749,3604,19621.0,11454.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6747,13873,754,3607,19615.0,11449.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6739,13868,748,3604,19611.0,11444.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6719,13841,746,3599,19632.0,11445.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6720,13746,743,3596,19653.0,11440.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6732,13744,745,3599,19622.0,11432.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6735,13801,746,3598,19613.0,11429.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6727,13808,747,3600,19598.0,11422.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6722,13827,744,3599,19589.0,11417.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6726,13898,740,3595,19558.0,11409.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6718,13896,745,3597,19549.0,11388.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6710,13927,736,3593,19543.0,11398.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6734,13828,736,3592,19516.0,11358.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6795,13921,751,3607,19563.0,11363.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6832,13949,751,3608,19626.0,11364.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6858,13962,753,3608,19655.0,11368.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6871,13943,753,3606,19610.0,11362.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6867,13882,757,3612,19575.0,11354.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6857,13868,760,3613,19525.0,11345.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6852,13869,764,3617,19462.0,11333.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6838,13831,763,3617,19407.0,11302.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6818,13822,764,3618,19371.0,11314.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6810,13770,762,3615,19299.0,11291.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6798,13747,761,3612,19281.0,11281.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6788,13728,760,3613,19258.0,11268.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6772,13682,764,3613,19242.0,11255.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6743,13576,762,3614,19238.0,11240.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6712,13384,757,3612,19267.0,11226.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6716,13439,757,3608,19238.0,11221.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6707,13401,754,3606,19231.0,11211.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6701,13381,754,3607,19227.0,11190.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6689,13397,760,3613,19213.0,11200.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6698,13407,760,3613,19201.0,11202.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6696,13400,760,3614,19197.0,11195.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6695,13401,761,3614,19194.0,11197.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6698,13420,761,3614,19186.0,11197.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6716,13520,762,3614,19131.0,11204.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6717,13540,762,3615,19147.0,11202.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6718,13542,763,3615,19146.0,11204.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6709,13548,764,3616,19146.0,11206.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6715,13533,763,3615,19149.0,11205.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6716,13512,765,3615,19154.0,11210.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6715,13521,763,3614,19143.0,11218.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6719,13556,763,3616,19146.0,11216.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6718,13552,764,3615,19149.0,11218.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6717,13543,764,3615,19154.0,11217.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6718,13527,763,3616,19158.0,11216.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6714,13524,764,3615,19165.0,11198.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6687,13492,756,3613,19177.0,11214.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6731,13611,766,3619,19140.0,11215.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6723,13568,765,3618,19164.0,11215.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6715,13514,764,3617,19172.0,11216.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6726,13604,765,3617,19145.0,11218.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6729,13616,767,3619,19148.0,11219.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6729,13592,766,3619,19155.0,11222.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6726,13599,766,3617,19169.0,11227.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6726,13577,766,3618,19176.0,11227.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6714,13500,764,3616,19203.0,11211.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6706,13512,763,3617,19197.0,11228.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6715,13509,764,3616,19197.0,11230.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6720,13532,764,3618,19195.0,11232.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6722,13545,764,3616,19189.0,11233.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6720,13523,763,3615,19201.0,11239.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6719,13485,763,3614,19209.0,11243.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6726,13551,765,3614,19198.0,11242.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6728,13558,764,3615,19200.0,11247.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6725,13535,764,3616,19193.0,11250.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6724,13535,763,3616,19206.0,11251.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6725,13537,763,3617,19206.0,11253.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6726,13539,764,3617,19209.0,11255.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6727,13544,764,3615,19210.0,11259.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6728,13550,764,3616,19221.0,11246.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6721,13546,763,3616,19213.0,11262.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6729,13544,764,3617,19217.0,11267.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6727,13536,764,3616,19223.0,11267.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6727,13532,761,3615,19220.0,11268.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6729,13535,763,3615,19223.0,11273.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6728,13530,764,3615,19228.0,11272.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6725,13526,763,3615,19202.0,11273.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6731,13546,764,3615,19225.0,11276.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6731,13548,763,3616,19229.0,11281.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6725,13502,765,3617,19245.0,11280.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6749,13652,766,3617,19199.0,11284.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6750,13647,765,3616,19215.0,11273.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6747,13625,765,3617,19224.0,11291.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6746,13612,765,3616,19218.0,11285.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6742,13578,764,3617,19248.0,11273.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6724,13440,764,3617,19309.0,11291.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6734,13528,763,3617,19256.0,11291.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6735,13529,763,3616,19263.0,11292.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6743,13598,764,3617,19210.0,11294.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6746,13606,765,3617,19235.0,11295.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6747,13605,765,3618,19240.0,11297.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6742,13572,765,3616,19255.0,11282.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6714,13487,763,3615,19263.0,11300.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6735,13507,762,3613,19274.0,11305.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6745,13574,763,3614,19259.0,11303.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6738,13500,763,3615,19289.0,11306.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6741,13538,763,3613,19282.0,11307.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6747,13572,763,3615,19259.0,11307.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6745,13562,762,3615,19281.0,11317.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6745,13565,763,3617,19274.0,11312.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6751,13600,764,3616,19244.0,11312.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6753,13612,765,3615,19257.0,11313.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6753,13612,764,3617,19259.0,11313.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6750,13583,763,3618,19291.0,11305.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6758,13620,764,3618,19276.0,11323.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6757,13619,766,3618,19270.0,11320.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6760,13616,766,3618,19285.0,11327.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6762,13636,765,3621,19279.0,11327.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6755,13581,765,3619,19316.0,11325.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6753,13593,765,3618,19287.0,11325.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6765,13645,769,3622,19270.0,11330.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6757,13607,768,3618,19289.0,11327.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6765,13636,770,3622,19280.0,11328.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6757,13600,768,3621,19313.0,11313.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6740,13534,765,3620,19304.0,11332.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6763,13642,768,3623,19282.0,11343.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6751,13539,767,3619,19316.0,11334.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6744,13639,767,3622,19297.0,11340.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6761,13617,768,3622,19300.0,11321.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6749,13545,768,3622,19343.0,11344.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6777,13702,770,3625,19282.0,11345.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6779,13713,772,3625,19280.0,11332.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6769,13700,771,3625,19295.0,11349.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6775,13678,770,3623,19296.0,11350.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6751,13573,767,3624,19300.0,11352.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6763,13572,768,3623,19335.0,11355.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6752,13526,768,3619,19371.0,11360.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6753,13552,766,3621,19354.0,11359.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6779,13685,770,3624,19302.0,11341.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6761,13622,770,3624,19328.0,11357.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6770,13581,770,3622,19326.0,11358.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6753,13552,769,3621,19326.0,11361.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6777,13662,770,3625,19323.0,11361.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6782,13687,772,3626,19314.0,11347.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6777,13659,770,3625,19331.0,11364.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6775,13636,770,3625,19339.0,11365.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6779,13656,771,3626,19338.0,11373.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6781,13660,771,3626,19326.0,11371.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6793,13664,772,3624,19347.0,11354.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6775,13604,769,3623,19368.0,11375.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6787,13658,772,3626,19344.0,11379.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6787,13574,773,3628,19381.0,11382.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6762,13609,769,3623,19393.0,11384.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6794,13715,773,3627,19339.0,11387.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6794,13708,774,3629,19344.0,11389.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6741,13387,767,3623,19415.0,11393.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6799,13736,774,3628,19345.0,11398.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6801,13741,776,3628,19345.0,11400.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6800,13736,776,3628,19316.0,11399.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6799,13729,776,3628,19347.0,11404.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6800,13730,776,3628,19351.0,11404.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6800,13727,777,3629,19353.0,11406.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6790,13727,776,3630,19356.0,11409.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6801,13728,775,3629,19356.0,11411.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6793,13673,775,3628,19382.0,11414.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6793,13670,774,3629,19387.0,11419.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6792,13655,774,3629,19393.0,11419.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6783,13632,774,3629,19403.0,11422.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6794,13654,774,3629,19400.0,11425.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6776,13522,771,3625,19458.0,11434.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6780,13535,772,3628,19435.0,11430.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6778,13542,771,3625,19441.0,11432.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6788,13599,773,3629,19423.0,11434.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6783,13556,772,3628,19440.0,11420.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6784,13565,773,3627,19437.0,11438.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6785,13565,772,3628,19440.0,11424.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6785,13567,771,3628,19440.0,11440.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6785,13570,774,3630,19445.0,11444.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6788,13576,775,3630,19447.0,11431.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6788,13578,775,3627,19442.0,11446.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6790,13583,775,3630,19445.0,11449.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6790,13583,777,3631,19449.0,11452.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6786,13568,775,3629,19451.0,11454.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6783,13536,773,3626,19466.0,11455.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6789,13561,774,3628,19460.0,11457.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6793,13587,774,3629,19426.0,11456.0,0,0
