Coleta,Dia,Vaso,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe,cluster_kmeans
dia 11 - Soja Saudavel Vaso 2,11,2,8536,15406,1186,4275,21591.0,13120.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8521,15341,1182,4270,21610.0,13136.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8527,15369,1184,4270,21605.0,13124.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8530,15378,1185,4273,21602.0,13146.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8519,15385,1185,4272,21601.0,13153.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8533,15389,1185,4273,21604.0,13157.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8535,15389,1185,4275,21605.0,13162.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8536,15391,1186,4272,21605.0,13148.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8540,15407,1186,4276,21601.0,13183.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8538,15390,1186,4275,21605.0,13196.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8524,15394,1185,4277,21606.0,13203.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8536,15383,1185,4276,21610.0,13207.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8534,15381,1185,4272,21582.0,13213.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8542,15409,1187,4276,21575.0,13217.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8529,15357,1184,4272,21620.0,13221.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8508,15271,1180,4272,21643.0,13226.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8505,15260,1179,4267,21647.0,13230.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8513,15288,1180,4268,21637.0,13235.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8524,15337,1182,4270,21628.0,13221.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8525,15325,1182,4271,21629.0,13245.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8520,15309,1182,4273,21638.0,13250.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8526,15382,1185,4273,21618.0,13255.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8544,15382,1188,4278,21615.0,13261.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8545,15407,1186,4279,21612.0,13266.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8547,15414,1187,4279,21610.0,13270.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8550,15441,1187,4278,21603.0,13275.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8550,15418,1189,4279,21611.0,13280.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8542,15397,1184,4277,21618.0,13283.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8537,15371,1185,4279,21626.0,13288.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8529,15338,1183,4273,21607.0,13292.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8537,15392,1184,4273,21617.0,13297.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8517,15252,1183,4266,21652.0,13302.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8528,15364,1184,4275,21629.0,13306.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8536,15361,1184,4279,21631.0,13309.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8537,15415,1187,4278,21617.0,13315.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8566,15478,1190,4285,21600.0,13308.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8556,15451,1189,4281,21609.0,13323.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8548,15404,1186,4280,21622.0,13328.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8530,15339,1183,4278,21614.0,13332.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8543,15377,1186,4280,21632.0,13338.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8552,15405,1187,4282,21622.0,13322.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8531,15340,1181,4277,21642.0,13345.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8543,15373,1185,4278,21639.0,13350.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8528,15302,1183,4277,21650.0,13354.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8542,15338,1186,4281,21642.0,13357.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8550,15390,1186,4278,21632.0,13341.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8542,15363,1185,4276,21640.0,13365.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8549,15382,1186,4282,21640.0,13366.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8552,15374,1186,4280,21638.0,13366.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8550,15341,1187,4279,21623.0,13369.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8547,15359,1185,4278,21654.0,13385.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8540,15343,1185,4279,21652.0,13398.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8559,15411,1187,4280,21618.0,13423.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8567,15435,1189,4284,21635.0,13443.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8568,15440,1190,4283,21595.0,13454.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8564,15434,1189,4283,21625.0,13487.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8564,15428,1189,4283,21631.0,13519.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8555,15444,1190,4284,21633.0,13540.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8566,15439,1189,4286,21627.0,13563.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8570,15446,1188,4285,21628.0,13577.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8550,15422,1189,4284,21639.0,13593.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8555,15381,1187,4280,21649.0,13620.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8570,15441,1190,4284,21633.0,13642.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8571,15446,1190,4286,21635.0,13651.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8571,15437,1190,4286,21638.0,13659.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8575,15431,1190,4287,21634.0,13664.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8562,15399,1189,4282,21650.0,13667.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8569,15431,1190,4285,21641.0,13668.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8577,15449,1188,4287,21635.0,13675.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8569,15396,1191,4287,21651.0,13679.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8579,15436,1191,4286,21634.0,13680.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8579,15456,1192,4290,21642.0,13680.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8566,15417,1189,4287,21648.0,13661.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8563,15390,1189,4285,21651.0,13677.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8574,15456,1192,4291,21634.0,13673.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8588,15462,1194,4291,21635.0,13670.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8569,15414,1190,4286,21652.0,13658.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8579,15458,1191,4289,21637.0,13664.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8575,15440,1192,4286,21643.0,13654.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8566,15406,1190,4285,21653.0,13658.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8572,15426,1191,4290,21647.0,13654.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8563,15441,1192,4290,21644.0,13653.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8576,15441,1192,4290,21644.0,13649.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8577,15450,1192,4287,21641.0,13625.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8582,15462,1193,4288,21639.0,13644.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8586,15461,1193,4293,21644.0,13640.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8578,15444,1191,4291,21647.0,13634.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8582,15457,1192,4290,21643.0,13629.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8577,15439,1192,4286,21650.0,13625.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8594,15497,1194,4290,21635.0,13621.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8605,15517,1196,4295,21628.0,13619.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8619,15595,1198,4298,21611.0,13610.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8661,15760,1208,4304,21564.0,13588.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8678,15828,1211,4308,21544.0,13601.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8628,15746,1196,4294,21437.0,13530.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8637,15780,1185,4283,21425.0,13526.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8648,15822,1177,4278,21420.0,13521.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8638,15764,1170,4266,21422.0,13515.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8627,15785,1175,4275,21417.0,13510.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8615,15777,1182,4280,21412.0,13496.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8608,15783,1183,4281,21400.0,13484.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8602,15767,1184,4282,21389.0,13467.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8599,15750,1182,4282,21375.0,13439.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8584,15697,1181,4281,21356.0,13415.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8575,15713,1181,4280,21343.0,13395.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8569,15695,1179,4276,21335.0,13368.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8542,15673,1182,4283,21323.0,13334.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8554,15690,1179,4278,21299.0,13297.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8505,15524,1171,4273,21321.0,13252.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8498,15527,1170,4269,21295.0,13212.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8474,15523,1168,4268,21268.0,13176.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8480,15521,1167,4267,21231.0,13138.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8469,15506,1165,4266,21202.0,13089.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8468,15541,1165,4263,21159.0,13065.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8456,15538,1163,4266,21134.0,13030.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8421,15420,1158,4256,21123.0,12993.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8398,15402,1154,4256,21062.0,12929.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8354,15339,1147,4248,21013.0,12836.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8327,15202,1135,4243,20914.0,12758.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8303,15251,1141,4241,20870.0,12716.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8184,14889,1122,4226,20945.0,12681.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8192,14919,1120,4222,20896.0,12655.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8182,14980,1120,4222,20827.0,12623.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8180,14960,1120,4223,20777.0,12573.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8165,14963,1118,4221,20742.0,12529.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8151,14949,1116,4218,20704.0,12488.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8103,14875,1113,4216,20683.0,12448.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8109,14861,1110,4213,20643.0,12412.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8061,14699,1101,4207,20644.0,12357.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7998,14529,1093,4195,20657.0,12336.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8000,14518,1091,4195,20622.0,12299.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7966,14431,1083,4190,20627.0,12262.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7980,14510,1086,4191,20555.0,12199.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7973,14516,1088,4190,20513.0,12171.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8038,14823,1099,4207,20378.0,12125.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8058,14850,1100,4206,20312.0,12085.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8035,14942,1098,4208,20286.0,12045.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8019,14818,1100,4202,20223.0,12004.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7996,14944,1094,4207,20181.0,11966.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,8011,14920,1100,4203,20183.0,11925.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7988,14822,1095,4201,20166.0,11890.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7942,14745,1088,4195,20132.0,11841.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7928,14734,1084,4194,20094.0,11820.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7913,14711,1084,4189,20061.0,11784.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7905,14728,1083,4188,20012.0,11742.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7883,14681,1080,4188,19986.0,11684.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7891,14815,1083,4180,19894.0,11662.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7889,14715,1083,4190,19890.0,11601.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7835,14676,1075,4180,19867.0,11581.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7832,14651,1073,4181,19840.0,11544.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7817,14627,1071,4179,19814.0,11508.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7801,14601,1069,4176,19787.0,11458.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7766,14555,1065,4173,19767.0,11439.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7762,14476,1061,4166,19757.0,11404.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7750,14466,1058,4169,19727.0,11370.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7745,14475,1058,4165,19693.0,11336.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7551,13773,1025,4134,19900.0,11300.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7687,14324,1047,4160,19679.0,11265.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7670,14302,1047,4156,19650.0,11237.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7661,14299,1045,4154,19617.0,11207.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7647,14281,1043,4155,19592.0,11159.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7632,14261,1041,4148,19566.0,11141.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7602,14255,1041,4152,19538.0,11112.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7612,14246,1039,4147,19513.0,11069.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7596,14179,1036,4145,19495.0,11052.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7593,14189,1036,4143,19472.0,11017.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7572,14148,1033,4140,19437.0,10975.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7562,14110,1028,4142,19431.0,10943.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7559,14135,1029,4139,19396.0,10913.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7544,14107,1027,4135,19380.0,10885.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7526,14066,1024,4134,19341.0,10851.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7509,14033,1020,4133,19360.0,10823.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7484,13979,1016,4127,19298.0,10774.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7317,13458,989,4101,19444.0,10687.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7418,13831,999,4115,19229.0,10641.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7389,13722,1000,4114,19207.0,10615.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7398,13718,997,4114,19215.0,10588.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7347,13690,995,4106,19193.0,10562.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7301,13509,977,4094,19162.0,10525.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7329,13671,992,4105,19125.0,10517.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7314,13560,987,4093,19133.0,10494.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7297,13507,986,4095,19129.0,10465.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7282,13531,981,4093,19076.0,10436.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7269,13580,981,4094,19017.0,10418.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7274,13560,977,4101,18998.0,10405.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7300,13679,988,4099,18921.0,10391.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7256,13580,982,4094,18933.0,10372.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7235,13516,978,4092,18932.0,10348.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7107,13043,953,4068,19091.0,10311.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7081,13007,951,4064,19078.0,10305.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7072,12948,946,4062,19071.0,10286.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7054,12901,944,4058,19061.0,10268.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7123,13140,952,4072,18914.0,10241.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7152,13450,969,4079,18744.0,10203.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7176,13382,959,4081,18715.0,10182.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7178,13447,967,4082,18686.0,10159.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7142,13401,965,4078,18684.0,10136.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7024,12935,941,4058,18865.0,10110.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,7007,12889,937,4052,18863.0,10086.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6986,12807,935,4050,18859.0,10058.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6970,12789,932,4044,18851.0,10034.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6960,12772,930,4047,18829.0,10012.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6940,12724,927,4041,18834.0,9988.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6930,12697,924,4041,18789.0,9965.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6921,12686,922,4040,18795.0,9922.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6914,12678,922,4036,18769.0,9877.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6903,12654,920,4038,18756.0,9828.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6887,12654,920,4035,18736.0,9800.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6890,12643,919,4033,18716.0,9767.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6882,12629,918,4033,18697.0,9734.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6873,12611,916,4032,18682.0,9691.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6852,12594,914,4032,18666.0,9674.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6856,12583,913,4026,18649.0,9644.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6849,12573,912,4031,18633.0,9612.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6840,12554,911,4028,18620.0,9581.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6830,12517,909,4024,18590.0,9547.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6819,12522,908,4022,18567.0,9529.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6809,12509,906,4025,18548.0,9519.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6800,12495,905,4020,18531.0,9511.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6788,12470,902,4019,18514.0,9506.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6782,12462,902,4020,18497.0,9500.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6771,12444,900,4015,18482.0,9481.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6753,12431,899,4014,18466.0,9484.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6755,12414,898,4017,18457.0,9478.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6748,12403,897,4015,18429.0,9465.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6739,12389,896,4015,18407.0,9438.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6718,12391,896,4010,18379.0,9440.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6737,12416,894,4011,18350.0,9428.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6731,12396,896,4013,18317.0,9415.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6719,12388,894,4009,18446.0,9387.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6542,11760,859,3978,18511.0,9354.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6528,11729,856,3973,18512.0,9326.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6639,12197,880,3995,18268.0,9307.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6648,12210,879,3996,18243.0,9292.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6645,12203,881,3999,18216.0,9276.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6511,11738,854,3972,18437.0,9259.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6495,11673,851,3970,18438.0,9244.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6530,11831,858,3976,18353.0,9230.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6533,11853,859,3979,18326.0,9214.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6536,11875,859,3976,18296.0,9165.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6556,12000,865,3986,18220.0,9146.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6559,11987,864,3985,18196.0,9049.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6552,11983,864,3984,18175.0,9022.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6568,12051,866,3984,18121.0,8990.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6553,12055,866,3984,18098.0,8978.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6560,12047,865,3984,18078.0,8953.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6557,12052,865,3984,18057.0,8924.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6551,12046,864,3983,18039.0,8904.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6544,12015,863,3980,18024.0,8884.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6539,12025,862,3981,18009.0,8865.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6530,12004,860,3977,18002.0,8845.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6515,11999,860,3979,17984.0,7871.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6509,11953,857,3973,17993.0,7827.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6510,11966,857,3978,17975.0,7801.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6506,11960,857,3975,17965.0,7782.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6502,11962,856,3974,17927.0,7766.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6500,11961,855,3973,17938.0,7747.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6496,11960,855,3975,17923.0,7728.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6491,11945,854,3975,17909.0,7717.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6486,11940,853,3970,17897.0,7704.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6485,11939,853,3974,17890.0,7693.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6479,11927,851,3972,17873.0,7677.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6474,11918,851,3969,17841.0,7663.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6470,11909,849,3972,17857.0,7648.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6463,11894,849,3968,17879.0,7635.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6456,11878,847,3965,17850.0,7626.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6452,11871,847,3968,17834.0,7599.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6449,11869,846,3966,17820.0,7598.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6449,11884,847,3966,17802.0,7587.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6443,11869,845,3966,17797.0,7576.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6440,11868,845,3967,17763.0,7561.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6441,11880,844,3964,17770.0,7553.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6437,11873,845,3964,17763.0,7543.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6434,11871,844,3964,17753.0,7533.0,1,0
dia 11 - Soja Saudavel Vaso 2,11,2,6431,11869,844,3965,17742.0,7511.0,1,0
