Coleta,Dia,Vaso,Tempo,Classe,predito,prob_sem_nematoide,acertou
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,222.52,0,0,0.226043045250493,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,282.41,0,0,0.12341068179182321,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,417.53,0,0,0.47876348889860804,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,297.45,0,1,0.550139118724481,False
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,444.69,0,0,0.47425775701033407,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,639.3,1,1,0.9603685598326083,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,600.87,1,1,0.9753225294766885,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,385.61,0,0,0.4608164487164941,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,250.0,0,0,0.11568897175095572,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,453.63,1,1,0.9853321851436628,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,367.67,1,1,0.8591024817062761,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,459.8,1,1,0.992585240536664,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,672.95,1,1,0.9741704520825694,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,375.73,0,0,0.42737063772742995,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,280.09,0,1,0.5356206695272537,False
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,93.85,0,0,0.03924219025714554,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,422.8,1,1,0.9942018066777651,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,410.95,1,1,0.9805856861932961,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,382.68,1,1,0.9955056597130381,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,552.63,1,1,0.976663310319413,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,177.46,1,1,0.9129280532480698,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,166.85,1,1,0.9999811401666696,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,547.09,1,1,0.9831124532979828,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,137.08,1,1,0.9921674937435512,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,294.36,0,1,0.5389171000316508,False
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,424.22,1,1,0.907171579756567,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,547.81,0,0,0.14342010178831321,True
